permit_number,parcel_identifier,source_system,issuing_agency,improvement_status,permit_issue_date,days_open,contractor_name,contractor_phone,contractor_license,bbb_rating,address_street,address_zip,latitude,longitude,source_url
A25-007658,0526294510000A0490,osceola_appraiser,Osceola County,open,2025-09-05,367,,,,,3601 ORANGE BLOSSOM,34746,28.25965829061859,-81.44103879235531,https://www.property-appraiser.org/data/
A25-007659,0526294510000A0490,osceola_appraiser,Osceola County,open,2025-09-05,367,,,,,3601 ORANGE BLOSSOM,34746,28.25965829061859,-81.44103879235531,https://www.property-appraiser.org/data/
P25-008368,332530529400011450,osceola_appraiser,Osceola County,open,2025-09-05,367,,,,,3028 ALEKSEY VIEW,34744,28.266444668052227,-81.32166959550884,https://www.property-appraiser.org/data/
A25-007644,032527406200010010,osceola_appraiser,Osceola County,open,2025-09-09,363,,,,,2950 ENTRY POINT,34747,28.334959014997377,-81.59370511326341,https://www.property-appraiser.org/data/
A25-007877,072530000000400000,osceola_appraiser,Osceola County,open,2025-09-09,363,,,,,400 BUENAVENTURA,34743,28.328616061921448,-81.35194778982698,https://www.property-appraiser.org/data/
A26-000530,182527337900016C30,osceola_accela,Osceola County,open,,228,"WEBB CONSTRUCTION GROUP, INC",,CGC1508527,,"1190 CELEBRATION BLVD, KISSIMMEE FL 34747 United States",34747,28.31806354831551,-81.55576203827594,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=002D0&agencyCode=OSCEOLA&IsToShowInspection=
A26-000626,252628610006230030,osceola_accela,Osceola County,open,,223,OWNER/BUILDER OWNER/BUILDER,,,,"106 Montclair WY, Kissimmee FL 34758 United States",34758,28.186460480664884,-81.48990226769821,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=0030P&agencyCode=OSCEOLA&IsToShowInspection=
A26-000731,052629444100010160,osceola_accela,Osceola County,open,,217,HC ROOFING & CONSTRUCTION,3217943497,CCC1336651,A-,"2800 BENTON LN, KISSIMMEE FL 34746",34746,28.246691362416733,-81.43339424209879,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=003N6&agencyCode=OSCEOLA&IsToShowInspection=
A26-000752,0725282845000105A0,osceola_accela,Osceola County,open,,216,TECTA AMERICA SOUTHEAST LLC,4073309303,CCC1333144,,"200 CELEBRATION PL, KISSIMMEE FL 34747",34747,28.328492702619087,-81.53455546790933,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=003TE&agencyCode=OSCEOLA&IsToShowInspection=
A26-000778,192531301700012220,osceola_accela,Osceola County,open,,216,OWNER/BUILDER OWNER/BUILDER,,,,"4905 EMILEE GRACE LN, SAINT CLOUD FL 34771",34771,28.294236450373553,-81.24364548506368,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=003YJ&agencyCode=OSCEOLA&IsToShowInspection=
A26-001230,09272858010001FD05,osceola_accela,Osceola County,open,,196,GWR CENTRAL LLC DBA GULF WESTERN ROOFING,4079306726,CCC1331935,A+,"5706 ESPLANADE DR, KISSIMMEE FL 34758 United States",,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=006CO&agencyCode=OSCEOLA&IsToShowInspection=
A26-001271,0725275417000100C0,osceola_accela,Osceola County,open,,195,ROBERT BINNS ROOFING INC,8639849685,CCC1325548,A+,"2570 SANTORINI DR, KISSIMMEE FL 34747",34747,28.319994796887222,-81.64968727797083,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=006HS&agencyCode=OSCEOLA&IsToShowInspection=
A26-001433,072530407400011020,osceola_accela,Osceola County,open,,188,SOLAR ROOFING & CONSTRUCTION SPECIALIST CORP,8636400977,CCC1335469,A+,"102 EAST MARBRISA, KISSIMMEE FL 34743",34743,28.319741848509903,-81.34224246554611,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=0079K&agencyCode=OSCEOLA&IsToShowInspection=
A26-001434,072530407400010340,osceola_accela,Osceola County,open,,188,SOLAR ROOFING & CONSTRUCTION SPECIALIST CORP,8636400977,CCC1335469,A+,"34 WEST MARBRISA WY, KISSIMMEE FL 34743",34743,28.320051231609547,-81.34269819228464,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=0079L&agencyCode=OSCEOLA&IsToShowInspection=
A26-001516,232527350800010010,osceola_accela,Osceola County,open,,185,RAMCON LLC,,CCC058234,,"961 N OLD LAKE WILSON RD, KISSIMMEE FL 34747",34747,28.30153469753127,-81.58632801881458,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=007MQ&agencyCode=OSCEOLA&IsToShowInspection=
A26-001683,252628613821580100,osceola_accela,Osceola County,open,,179,OWNER/BUILDER OWNER/BUILDER,,,,"707 PALAISEAU CT, KISSIMMEE FL 34759",34759,28.114226559166156,-81.44717116033445,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=008E3&agencyCode=OSCEOLA&IsToShowInspection=
A26-001684,292531491000420080,osceola_accela,Osceola County,open,,179,KING CONSTRUCTION USA INC,4073838010,CCC1327068,,"4890 J ST, SAINT CLOUD FL 34771",34771,28.28089358586683,-81.24442698108298,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=008E4&agencyCode=OSCEOLA&IsToShowInspection=
A26-001698,072528278300013050,osceola_accela,Osceola County,open,,178,BLACKBURN & SONS ROOFING,4077095451,CCC1337299,A+,"506 GOLFPARK DR, KISSIMMEE FL 34747",34747,28.32300827777185,-81.53600984271755,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=008FV&agencyCode=OSCEOLA&IsToShowInspection=
A26-001720,252628610006370070,osceola_accela,Osceola County,open,,175,"STERLING ROOFING & CONSTRUCTION, LLC",4079600501,CCC1332510,,"226 CHESHIRE CT, KISSIMMEE FL 34758",34758,28.188893054718854,-81.49541892180513,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=008PV&agencyCode=OSCEOLA&IsToShowInspection=
A26-001743,252628613820830080,osceola_accela,Osceola County,open,,175,UNION CAPITAL ROOFING LLC,4079626201,CCC1334485,F,"340 CLERMONT DR, KISSIMMEE FL 34759",34759,28.128341277584294,-81.44741886492342,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=008SI&agencyCode=OSCEOLA&IsToShowInspection=
A26-001826,022530500100010130,osceola_accela,Osceola County,open,,173,OWNER/BUILDER OWNER/BUILDER,,,,"3716 SILVER LAKE DR, KISSIMMEE FL 34744",34744,28.345662251940396,-81.29209220054736,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=0094R&agencyCode=OSCEOLA&IsToShowInspection=
A26-001922,032530420500010280,osceola_accela,Osceola County,open,,168,OWNER/BUILDER OWNER/BUILDER,,,,"3511 MORNINGSIDE DR, KISSIMMEE FL 34744",34744,28.34275529606825,-81.30588194377036,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=009ZY&agencyCode=OSCEOLA&IsToShowInspection=
A26-001925,202531286900010260,osceola_accela,Osceola County,open,,168,OWNER/BUILDER OWNER/BUILDER,,,,"160 AUTUMN CT, SAINT CLOUD FL 34771",34771,28.292148744102985,-81.24034008190415,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00A0A&agencyCode=OSCEOLA&IsToShowInspection=
A26-001932,242529000000150000,osceola_accela,Osceola County,open,,168,"ARCHITECTURAL SHEET METAL, INC.",4078557183,CCC1330237,A+,"2034 Suns CIR, Kissimmee FL 34744 United States",34744,28.30165494040234,-81.36239650589614,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00A1G&agencyCode=OSCEOLA&IsToShowInspection=
A26-001963,022528503500010015,osceola_accela,Osceola County,open,,167,ARCHWAY INTERNATIONAL INC,4076108157,CCC1326774,A+,"3492 POLYNESIAN ISLE BLVD, KISSIMMEE FL 34746",34746,28.346101712898644,-81.48816514440784,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00A3Z&agencyCode=OSCEOLA&IsToShowInspection=
A26-001995,352527483800012200,osceola_accela,Osceola County,open,,166,ROBERT JONES ROOFING AND GENERAL CONTRACTING,4072255715,CCC1327287,,"7550 EXCITEMENT DR, KISSIMMEE FL 34747",34747,28.262847917289953,-81.58166137132626,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00A8A&agencyCode=OSCEOLA&IsToShowInspection=
A26-002139,142628355300010550,osceola_accela,Osceola County,open,,161,EDGARD BUILDING LLC,3212403935,CCC1333458,,"2562 JASMINE TRACE DR, KISSIMMEE FL 34758",34758,28.227473018765284,-81.49377560456105,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00AZX&agencyCode=OSCEOLA&IsToShowInspection=
A26-002159,092528000000900000,osceola_accela,Osceola County,open,,160,ALPHA ROOFING AND SHEET METAL LLC,4079630470,CCC1329348,,"5678 IRLO BRONSON MEM HWY, KISSIMMEE FL 34746",34746,28.330927138864727,-81.51130396274394,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00B20&agencyCode=OSCEOLA&IsToShowInspection=
A26-002160,092528000000900000,osceola_accela,Osceola County,open,,160,ALPHA ROOFING AND SHEET METAL LLC,4079630470,CCC1329348,,"5678 IRLO BRONSON MEM HWY, KISSIMMEE FL 34746",34746,28.330927138864727,-81.51130396274394,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00B3Q&agencyCode=OSCEOLA&IsToShowInspection=
A26-002162,092528000000900000,osceola_accela,Osceola County,open,,160,ALPHA ROOFING AND SHEET METAL LLC,4079630470,CCC1329348,,"5678 IRLO BRONSON MEM HWY, KISSIMMEE FL 34746",34746,28.330927138864727,-81.51130396274394,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00B3S&agencyCode=OSCEOLA&IsToShowInspection=
A26-002163,092528000000900000,osceola_accela,Osceola County,open,,160,ALPHA ROOFING AND SHEET METAL LLC,4079630470,CCC1329348,,"5678 IRLO BRONSON MEM HWY, KISSIMMEE FL 34746",34746,28.330927138864727,-81.51130396274394,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00B3V&agencyCode=OSCEOLA&IsToShowInspection=
A26-002164,092528000000900000,osceola_accela,Osceola County,open,,160,ALPHA ROOFING AND SHEET METAL LLC,4079630470,CCC1329348,,"5678 IRLO BRONSON MEM HWY, KISSIMMEE FL 34746",34746,28.330927138864727,-81.51130396274394,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00B3X&agencyCode=OSCEOLA&IsToShowInspection=
A26-002165,092528000000900000,osceola_accela,Osceola County,open,,160,ALPHA ROOFING AND SHEET METAL LLC,4079630470,CCC1329348,,"5678 IRLO BRONSON MEM HWY, KISSIMMEE FL 34746",34746,28.330927138864727,-81.51130396274394,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00B3Z&agencyCode=OSCEOLA&IsToShowInspection=
A26-002166,092528000000900000,osceola_accela,Osceola County,open,,160,ALPHA ROOFING AND SHEET METAL LLC,4079630470,CCC1329348,,"5678 IRLO BRONSON MEM HWY, KISSIMMEE FL 34746",34746,28.330927138864727,-81.51130396274394,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00B40&agencyCode=OSCEOLA&IsToShowInspection=
A26-002187,072530271702050140,osceola_accela,Osceola County,open,,160,BENTLEY ROOFING LLC,,CCC1328148,,"239 SATINWOOD CIR, KISSIMMEE FL 34743",34743,28.33944818518214,-81.37117727383558,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00B7Q&agencyCode=OSCEOLA&IsToShowInspection=
A26-002379,312631495000011251,osceola_accela,Osceola County,open,,153,UNIVERSAL ROOFING GROUP INC,4072957403,CCC057165,A+,"4749 HUNTING LODGE DR, SAINT CLOUD FL 34772",34772,28.174196363288885,-81.24960361833952,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00C1E&agencyCode=OSCEOLA&IsToShowInspection=
A26-002444,18262926240001G240,osceola_accela,Osceola County,open,,152,YOSHHI CORP,4077855318,CCC1335514,,"2600 TURKANO WY, KISSIMMEE FL 34746",34746,28.225827234992348,-81.45634441453169,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00C99&agencyCode=OSCEOLA&IsToShowInspection=
A26-002497,192631495000011003,osceola_accela,Osceola County,open,,150,SL CONSTRUCTION,4079201540,CCC1332559,,"3129 RAMBLER AVE, SAINT CLOUD FL 34772",34772,28.20535150744981,-81.2509101178252,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00CIZ&agencyCode=OSCEOLA&IsToShowInspection=
A26-002562,122628508800012520,osceola_accela,Osceola County,open,,146,ORANGE COUNTY CONSTRUCTION 911,4078550404,CGC1513578,,"4323 LIGHTERKNOT TRCE, KISSIMMEE FL 34746",34746,28.247446122596937,-81.45573665890646,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00CTX&agencyCode=OSCEOLA&IsToShowInspection=
A26-002583,132528546900010310,osceola_accela,Osceola County,open,,145,OWNER/BUILDER N/A,,,,"1900 ELLERY LN, KISSIMMEE FL 34746",34746,28.308473536968467,-81.47386307128451,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00CYM&agencyCode=OSCEOLA&IsToShowInspection=
A26-002587,262529000000700000,osceola_accela,Osceola County,open,,145,RICK LUNDBERG ROOFING INC,4078917717,CCC051550,,"1665 NEPTUNE RD, KISSIMMEE FL 34744",34744,28.285162093340446,-81.37619432850609,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00D17&agencyCode=OSCEOLA&IsToShowInspection=
A26-002662,072530267600170040,osceola_accela,Osceola County,open,,143,INNOVATIVE CONSTRUCTION INSPECTION INC,,,,"283 FLORIDA PKWY, KISSIMMEE FL 34743",34743,28.333765813139923,-81.34822931706528,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DAG&agencyCode=OSCEOLA&IsToShowInspection=
A26-002665,252628340300011040,osceola_accela,Osceola County,open,,143,HC ROOFING & CONSTRUCTION,3217943497,CCC1336651,A-,"4488 LUMBERDALE RD, KISSIMMEE FL 34746",34746,28.195390157378483,-81.45964777709325,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DAS&agencyCode=OSCEOLA&IsToShowInspection=
A26-002795,012630495000011610,osceola_accela,Osceola County,open,,138,GUDINO ROOFING & CONSTRUCTION INC,8632191515,CCC1336143,,"325 ROSEDALE AVE, SAINT CLOUD FL 34769",34769,28.254796434798813,-81.26106643131499,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DTR&agencyCode=OSCEOLA&IsToShowInspection=
A26-002814,022528516800010010,osceola_accela,Osceola County,open,,138,AMERICA ROOFING,,CCC1325760,A+,"3270 Zenith WY, Bldg 2, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DWC&agencyCode=OSCEOLA&IsToShowInspection=
A26-002815,022528516800010010,osceola_accela,Osceola County,open,,138,AMERICA ROOFING,,CCC1325760,A+,"4870 ECLIPSE DR, Bldg 3, KISSIMMEE FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DWE&agencyCode=OSCEOLA&IsToShowInspection=
A26-002816,022528516800010010,osceola_accela,Osceola County,open,,138,AMERICA ROOFING,,CCC1325760,A+,"4880 Eclipse DR, Bldg 4, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DWJ&agencyCode=OSCEOLA&IsToShowInspection=
A26-002817,022528516800010010,osceola_accela,Osceola County,open,,138,AMERICA ROOFING,,CCC1325760,A+,"3260 Zenith WY, Bldg 5, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DWK&agencyCode=OSCEOLA&IsToShowInspection=
A26-002818,022528516800010010,osceola_accela,Osceola County,open,,138,AMERICA ROOFING,,CCC1325760,A+,"4890 Eclipse DR, Bldg 6, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DWL&agencyCode=OSCEOLA&IsToShowInspection=
A26-002819,022528516800010010,osceola_accela,Osceola County,open,,138,AMERICA ROOFING,,CCC1325760,A+,"32661 ZENITH WY, Bldg 7 MAIL, KISSIMMEE FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DWM&agencyCode=OSCEOLA&IsToShowInspection=
A26-002820,022528516800010010,osceola_accela,Osceola County,open,,138,AMERICA ROOFING,,CCC1325760,A+,"4889 Eclipse DR, Bldg 8 GARAGE, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DWN&agencyCode=OSCEOLA&IsToShowInspection=
A26-002821,022528516800010010,osceola_accela,Osceola County,open,,138,AMERICA ROOFING,,CCC1325760,A+,"4887 Eclipse DR, Bldg 9 GARAGE, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DWP&agencyCode=OSCEOLA&IsToShowInspection=
A26-002822,022528516800010010,osceola_accela,Osceola County,open,,138,AMERICA ROOFING,,CCC1325760,A+,"4800 Odd Eclipse DR, STORAGE #1, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DWQ&agencyCode=OSCEOLA&IsToShowInspection=
A26-002849,022528516800010010,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"4881 Eclipse DR, Bldg 11, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DZ6&agencyCode=OSCEOLA&IsToShowInspection=
A26-002850,022528516800010010,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"4879 Eclipse DR, Bldg 12 GARAGE, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DZ9&agencyCode=OSCEOLA&IsToShowInspection=
A26-002851,022528516800010010,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"4877 Eclipse DR, Bldg 13 GARAGE, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DZB&agencyCode=OSCEOLA&IsToShowInspection=
A26-002852,022528399900010020,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"4850 ECLIPSE DR, Bldg 14, KISSIMMEE FL 34746",,28.343404549525275,-81.47788928999597,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DZE&agencyCode=OSCEOLA&IsToShowInspection=
A26-002853,022528516800010010,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"4869 Eclipse DR, Bldg 15 GARAGE, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DZF&agencyCode=OSCEOLA&IsToShowInspection=
A26-002854,022528516800010010,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"4867 Eclipse DR, Bldg 16 GARAGE, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DZG&agencyCode=OSCEOLA&IsToShowInspection=
A26-002855,022528516800010010,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"4865 Eclipse DR, Apt 17 GARAGE, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DZH&agencyCode=OSCEOLA&IsToShowInspection=
A26-002856,022528516800010010,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"4861 Eclipse DR, Bldg 18 GARAGE, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DZI&agencyCode=OSCEOLA&IsToShowInspection=
A26-002858,022528516800010010,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"4800 ODD ECLIPSE DR, Bldg 19 STORAGE, KISSIMMEE FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DZK&agencyCode=OSCEOLA&IsToShowInspection=
A26-002862,022528516800010010,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"4857 Eclipse DR, Bldg 20 GARAGE, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DZV&agencyCode=OSCEOLA&IsToShowInspection=
A26-002863,022528516800010010,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"4855 Eclipse DR, Bldg 21 GARAGE, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00DZY&agencyCode=OSCEOLA&IsToShowInspection=
A26-002864,022528516800010010,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"3200 Even Zenith Way, Bldg #22, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00E04&agencyCode=OSCEOLA&IsToShowInspection=
A26-002865,022528516800010010,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"4800 ODD ECLIPSE DR, KISSIMMEE FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00E05&agencyCode=OSCEOLA&IsToShowInspection=
A26-002869,022528516800010010,osceola_accela,Osceola County,open,,137,AMERICA ROOFING,,CCC1325760,A+,"4850 Eclipse DR, Kissimmee FL 34746 United States",34746,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00E0P&agencyCode=OSCEOLA&IsToShowInspection=
A26-002999,102528000000600000,osceola_accela,Osceola County,open,,137,BEST BUY ROOFING LLC,3214742342,CCC1333798,,"691 ARROW LN, KISSIMMEE FL 34746",34746,28.3227653492067,-81.4955845290384,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00EIW&agencyCode=OSCEOLA&IsToShowInspection=
A26-002914,052527517700010940,osceola_accela,Osceola County,open,,133,DYNAMIC MECHANICAL LLC,,CCC1337462,,"2958 sunset vista BLVD, kissimmee FL 34747 United States",34747,28.332584532719622,-81.62746864811837,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00E9O&agencyCode=OSCEOLA&IsToShowInspection=
A26-002952,202629307200011980,osceola_accela,Osceola County,open,,132,MY AMELIA INC DBA INSPECTED.COM,,,,"2441 MARSHFIELD PRESERVE WY, KISSIMMEE FL 34746",34746,28.20590818882857,-81.42605040084885,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00EDJ&agencyCode=OSCEOLA&IsToShowInspection=
A26-002997,252628266700010890,osceola_accela,Osceola County,open,,131,GIO RENOVATIONS,4075204645,CCC1336904,,"4097 NAVIGATOR, KISSIMMEE FL 34746",34746,28.177892185474413,-81.45221961888733,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00EIU&agencyCode=OSCEOLA&IsToShowInspection=
A26-003003,122728405700010700,osceola_accela,Osceola County,open,,131,UNION CAPITAL ROOFING LLC,4079626201,CCC1334485,F,"4472 MAPLE CHASE TRL, KISSIMMEE FL 34758",34758,28.156245487746876,-81.46829993021991,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00EJ3&agencyCode=OSCEOLA&IsToShowInspection=
