permit_number,parcel_identifier,source_system,issuing_agency,improvement_status,permit_issue_date,days_open,contractor_name,contractor_phone,contractor_license,bbb_rating,address_street,address_zip,latitude,longitude,source_url
A25-007658,0526294510000A0490,osceola_appraiser,Osceola County,open,2025-09-05,367,,,,,3601 ORANGE BLOSSOM,34746,28.25965829061859,-81.44103879235531,https://www.property-appraiser.org/data/
A25-007659,0526294510000A0490,osceola_appraiser,Osceola County,open,2025-09-05,367,,,,,3601 ORANGE BLOSSOM,34746,28.25965829061859,-81.44103879235531,https://www.property-appraiser.org/data/
P25-008368,332530529400011450,osceola_appraiser,Osceola County,open,2025-09-05,367,,,,,3028 ALEKSEY VIEW,34744,28.266444668052227,-81.32166959550884,https://www.property-appraiser.org/data/
A25-007644,032527406200010010,osceola_appraiser,Osceola County,open,2025-09-09,363,,,,,2950 ENTRY POINT,34747,28.334959014997377,-81.59370511326341,https://www.property-appraiser.org/data/
A25-007877,072530000000400000,osceola_appraiser,Osceola County,open,2025-09-09,363,,,,,400 BUENAVENTURA,34743,28.328616061921448,-81.35194778982698,https://www.property-appraiser.org/data/
A22-006857,302530497000010040,osceola_appraiser,Osceola County,open,,,,,,,1099 CROSS PRAIRIE PKWY,34744,28.279810427855093,-81.35620216185472,https://www.property-appraiser.org/data/
A23-000663,102528000000150000,osceola_appraiser,Osceola County,open,,,,,,,5400 CAMELOT COUNTRY WAY,34746,28.319555502710045,-81.49820709566326,https://www.property-appraiser.org/data/
A24-005886,312527569800424202,osceola_appraiser,Osceola County,open,,,,,,,9066 AZALEA SANDS LN,33896,28.271599903659236,-81.65385661878892,https://www.property-appraiser.org/data/
A24-005887,312527565700011020,osceola_appraiser,Osceola County,open,,,,,,,9058 AZALEA SANDS LN,33896,28.271599114136432,-81.65354144704858,https://www.property-appraiser.org/data/
A24-005888,312527569600414102,osceola_appraiser,Osceola County,open,,,,,,,9050 AZALEA SANDS LN,33896,28.271549154679732,-81.65332682402719,https://www.property-appraiser.org/data/
A24-005890,312527569500404002,osceola_appraiser,Osceola County,open,,,,,,,9042 AZALEA SANDS LN,33896,28.271455327337247,-81.65306796163249,https://www.property-appraiser.org/data/
A24-005892,312527569400393902,osceola_appraiser,Osceola County,open,,,,,,,9034 AZALEA SANDS LN,33896,28.271327310177032,-81.65278740981739,https://www.property-appraiser.org/data/
A24-005897,312527569300383802,osceola_appraiser,Osceola County,open,,,,,,,9026 AZALEA SANDS LN,33896,28.27130810819132,-81.65246033967904,https://www.property-appraiser.org/data/
A24-005898,312527569200373702,osceola_appraiser,Osceola County,open,,,,,,,9018 AZALEA SANDS LN,33896,28.271310832113848,-81.65216282960297,https://www.property-appraiser.org/data/
A24-005900,312527569000343402,osceola_appraiser,Osceola County,open,,,,,,,9010 AZALEA SANDS LN,33896,28.271313516140967,-81.65188067624206,https://www.property-appraiser.org/data/
A24-005901,312527568900333302,osceola_appraiser,Osceola County,open,,,,,,,9002 AZALEA SANDS LN,33896,28.271316281370652,-81.65158687092583,https://www.property-appraiser.org/data/
A24-005902,312527568600303002,osceola_appraiser,Osceola County,open,,,,,,,8994 AZALEA SANDS LN,33896,28.27131902412068,-81.65129303171285,https://www.property-appraiser.org/data/
A24-005904,312527568500292902,osceola_appraiser,Osceola County,open,,,,,,,8986 AZALEA SANDS LN,33896,28.271321448564528,-81.65103417265054,https://www.property-appraiser.org/data/
A24-005906,312527568200262602,osceola_appraiser,Osceola County,open,,,,,,,8978 AZALEA SANDS LN,33896,28.27132387445397,-81.65077531316948,https://www.property-appraiser.org/data/
A24-005907,312527567900232302,osceola_appraiser,Osceola County,open,,,,,,,8970 AZALEA SANDS LN,33896,28.27132643300687,-81.65050200874965,https://www.property-appraiser.org/data/
A24-005908,312527567600202002,osceola_appraiser,Osceola County,open,,,,,,,8962 AZALEA SANDS LN,33896,28.271328992412723,-81.65022870436809,https://www.property-appraiser.org/data/
A24-005909,312527567400181802,osceola_appraiser,Osceola County,open,,,,,,,8954 AZALEA SANDS LN,33896,28.27133183645674,-81.64992473931963,https://www.property-appraiser.org/data/
A24-005910,312527567200161602,osceola_appraiser,Osceola County,open,,,,,,,8946 AZALEA SANDS LN,33896,28.271334683590247,-81.649620743754,https://www.property-appraiser.org/data/
A24-005911,312527567000141402,osceola_appraiser,Osceola County,open,,,,,,,8938 AZALEA SANDS LN,33896,28.27133732330815,-81.64933867943769,https://www.property-appraiser.org/data/
A24-005912,312527566800121202,osceola_appraiser,Osceola County,open,,,,,,,8930 AZALEA SANDS LN,33896,28.27133995446867,-81.64905656783073,https://www.property-appraiser.org/data/
A24-005913,312527566600101002,osceola_appraiser,Osceola County,open,,,,,,,8922 AZALEA SANDS LN,33896,28.271342680101853,-81.64876488531895,https://www.property-appraiser.org/data/
A24-005914,312527566300077020,osceola_appraiser,Osceola County,open,,,,,,,8914 AZALEA SANDS LN,33896,28.27134541115336,-81.64847320631294,https://www.property-appraiser.org/data/
A24-005980,312527566000044020,osceola_appraiser,Osceola County,open,,,,,,,8906 AZALEA SANDS LN,33896,28.271348600858392,-81.64813170202693,https://www.property-appraiser.org/data/
A24-005981,312527566900131301,osceola_appraiser,Osceola County,open,,,,,,,8947 AZALEA SANDS LN,33896,28.27178815639686,-81.6497097063312,https://www.property-appraiser.org/data/
A24-005982,312527566500099010,osceola_appraiser,Osceola County,open,,,,,,,8939 AZALEA SANDS LN,33896,28.271790724068683,-81.64943531626105,https://www.property-appraiser.org/data/
A24-005983,312527566200066010,osceola_appraiser,Osceola County,open,,,,,,,8931 AZALEA SANDS LN,33896,28.27179300214971,-81.64919195371701,https://www.property-appraiser.org/data/
A24-005984,312527565900033010,osceola_appraiser,Osceola County,open,,,,,,,8923 AZALEA SANDS LN,33896,28.2717960629152,-81.6488647210867,https://www.property-appraiser.org/data/
A24-005985,312527566100055020,osceola_appraiser,Osceola County,open,,,,,,,1263 LONG COVE LOOP,33896,28.27230521550118,-81.64851971316061,https://www.property-appraiser.org/data/
A24-005986,312527566400088020,osceola_appraiser,Osceola County,open,,,,,,,1255 LONG COVE LOOP,33896,28.27247027455658,-81.64882884080737,https://www.property-appraiser.org/data/
A25-000789,3026322613TRAC0WC0,osceola_appraiser,Osceola County,open,,,,,,,3500 HARMONY SQUARE DR W,34773,28.19114982900551,-81.1463298763397,https://www.property-appraiser.org/data/
A25-001465,17263152610001OS01,osceola_appraiser,Osceola County,open,,,,,,,4921 TWIN LAKES BLVD,34772,28.23015768112574,-81.24163432371331,https://www.property-appraiser.org/data/
A25-007826,012628000003100000,osceola_appraiser,Osceola County,open,,,,,,,1699 DOLORES DR,34746,28.256331869653984,-81.47259360083258,https://www.property-appraiser.org/data/
BC-23-0313,19252900U000120000,osceola_appraiser,City of Kissimmee,open,,,,,,,1101 N HOAGLAND BLVD,34741,28.30176902144134,-81.44428602797721,https://www.property-appraiser.org/data/
BC-23-0534,212529187400010010,osceola_appraiser,City of Kissimmee,open,,,,,,,700 W OAK ST,34741,28.299458948280126,-81.41009836526067,https://www.property-appraiser.org/data/
BC-24-0181,0825302015000100A0,osceola_appraiser,City of Kissimmee,open,,,,,,,2591 SIMPSON RD,34744,28.319765999394765,-81.33858811846767,https://www.property-appraiser.org/data/
BC-24-0185,222529217000190030,osceola_appraiser,City of Kissimmee,open,,,,,,,112 BROADWAY,34741,28.292733901439963,-81.40641757788386,https://www.property-appraiser.org/data/
BC-24-0241,172529125900010020,osceola_appraiser,City of Kissimmee,open,,,,,,,2161 W COLUMBIA AVE,34741,28.30844445796765,-81.42573571024363,https://www.property-appraiser.org/data/
BC-24-0334,2825291577000G0012,osceola_appraiser,City of Kissimmee,open,,,,,,,1200 S JOHN YOUNG PKWY,34741,28.28100331084967,-81.41726071048092,https://www.property-appraiser.org/data/
BC-25-0041,222529217000110060,osceola_appraiser,City of Kissimmee,open,,,,,,,109 BROADWAY,34741,28.29307606499198,-81.40706330462139,https://www.property-appraiser.org/data/
BC-25-0204,222529156900010010,osceola_appraiser,City of Kissimmee,open,,,,,,,1019 N MAIN ST,34741,28.301510968337123,-81.40330086532086,https://www.property-appraiser.org/data/
BC-25-0210,212529223100010010,osceola_appraiser,City of Kissimmee,open,,,,,,,711 N THACKER AVE,34741,28.29814170080817,-81.42372811175748,https://www.property-appraiser.org/data/
P13-001364,012628302700010510,osceola_appraiser,Osceola County,open,,,,,,,4551 CALADIUM CT,34758,28.24870915456895,-81.46517626233832,https://www.property-appraiser.org/data/
P21-010414,252628612015910030,osceola_appraiser,Osceola County,open,,,,,,,839 ALPINE,34758,28.155468563703543,-81.45019428803002,https://www.property-appraiser.org/data/
